3.50E+01	0.0000E+00	0.0000E+00
3.60E+01	0.0000E+00	0.0000E+00
3.70E+01	0.0000E+00	0.0000E+00
3.80E+01	0.0000E+00	0.0000E+00
3.90E+01	0.0000E+00	0.0000E+00
4.00E+01	0.0000E+00	0.0000E+00
4.10E+01	0.0000E+00	0.0000E+00
4.20E+01	0.0000E+00	0.0000E+00
4.30E+01	0.0000E+00	0.0000E+00
4.40E+01	0.0000E+00	0.0000E+00
4.50E+01	0.0000E+00	0.0000E+00
4.60E+01	0.0000E+00	0.0000E+00
4.70E+01	0.0000E+00	0.0000E+00
4.80E+01	0.0000E+00	0.0000E+00
4.90E+01	0.0000E+00	0.0000E+00
5.00E+01	0.0000E+00	0.0000E+00
5.10E+01	0.0000E+00	0.0000E+00
5.20E+01	0.0000E+00	0.0000E+00
5.30E+01	0.0000E+00	0.0000E+00
5.40E+01	0.0000E+00	0.0000E+00
5.50E+01	0.0000E+00	0.0000E+00
5.60E+01	0.0000E+00	0.0000E+00
5.70E+01	0.0000E+00	0.0000E+00
5.80E+01	0.0000E+00	0.0000E+00
5.90E+01	0.0000E+00	0.0000E+00
6.00E+01	0.0000E+00	0.0000E+00
